Date, Time, Latitude, Longitude, Altitude, Satellites, HDOP, PDOP, Temperature [C], Speed [km/h], TTFF, SNR, tbd
01/27/2019, 00:41:43, , , , , , , , No position found
01/27/2019, 00:58:13, , , , , , , , No position found
01/27/2019, 01:14:44, , , , , , , , No position found
01/27/2019, 01:31:14, , , , , , , , No position found
01/27/2019, 01:47:45, , , , , , , , No position found
01/27/2019, 02:04:15, , , , , , , , No position found
01/27/2019, 02:20:46, , , , , , , , No position found
01/27/2019, 02:37:16, , , , , , , , No position found
01/27/2019, 02:53:46, , , , , , , , No position found
01/27/2019, 03:10:17, , , , , , , , No position found
01/27/2019, 03:26:47, , , , , , , , No position found
01/27/2019, 03:43:18, , , , , , , , No position found
01/27/2019, 03:59:48, , , , , , , , No position found
01/27/2019, 04:16:19, , , , , , , , No position found
01/27/2019, 04:32:49, , , , , , , , No position found
01/27/2019, 04:49:20, , , , , , , , No position found
01/27/2019, 05:05:50, , , , , , , , No position found
01/27/2019, 05:22:21, , , , , , , , No position found
01/27/2019, 05:38:51, , , , , , , , No position found
01/27/2019, 05:55:22, , , , , , , , No position found
01/27/2019, 06:11:52, , , , , , , , No position found
01/27/2019, 06:28:23, , , , , , , , No position found
01/27/2019, 06:44:53, , , , , , , , No position found
01/27/2019, 07:01:23, , , , , , , , No position found
01/27/2019, 07:17:54, , , , , , , , No position found
01/27/2019, 07:34:24, , , , , , , , No position found
01/27/2019, 07:50:55, , , , , , , , No position found
01/27/2019, 08:07:25, , , , , , , , No position found
01/27/2019, 08:23:56, , , , , , , , No position found
01/27/2019, 08:40:26, , , , , , , , No position found
01/27/2019, 08:56:57, , , , , , , , No position found
01/27/2019, 09:13:27, , , , , , , , No position found
01/27/2019, 09:29:58, , , , , , , , No position found
01/27/2019, 09:46:28, , , , , , , , No position found
01/27/2019, 10:02:59, , , , , , , , No position found
01/27/2019, 10:19:29, , , , , , , , No position found
01/27/2019, 10:36:00, , , , , , , , No position found
01/27/2019, 10:52:30, , , , , , , , No position found
01/27/2019, 11:09:01, , , , , , , , No position found
01/27/2019, 11:25:31, , , , , , , , No position found
01/27/2019, 11:42:01, , , , , , , , No position found
01/27/2019, 11:58:32, , , , , , , , No position found
01/27/2019, 12:15:02, , , , , , , , No position found
01/27/2019, 12:31:33, , , , , , , , No position found
01/27/2019, 12:48:03, , , , , , , , No position found
01/27/2019, 13:04:34, , , , , , , , No position found
01/27/2019, 13:21:04, , , , , , , , No position found
01/27/2019, 13:37:35, , , , , , , , No position found
01/27/2019, 13:54:05, , , , , , , , No position found
01/27/2019, 14:10:36, , , , , , , , No position found
01/27/2019, 14:27:06, , , , , , , , No position found
01/27/2019, 14:43:37, , , , , , , , No position found
01/27/2019, 15:00:07, , , , , , , , No position found
01/27/2019, 15:16:38, , , , , , , , No position found
01/27/2019, 15:33:08, , , , , , , , No position found
01/27/2019, 15:49:39, , , , , , , , No position found
01/27/2019, 16:06:09, , , , , , , , No position found
01/27/2019, 16:22:39, , , , , , , , No position found
01/27/2019, 16:39:10, , , , , , , , No position found
01/27/2019, 16:55:40, , , , , , , , No position found
01/27/2019, 17:12:11, , , , , , , , No position found
01/27/2019, 17:28:41, , , , , , , , No position found
01/27/2019, 17:45:12, , , , , , , , No position found
01/27/2019, 18:01:42, , , , , , , , No position found
01/27/2019, 18:18:13, , , , , , , , No position found
01/27/2019, 18:34:43, , , , , , , , No position found
01/27/2019, 18:51:14, , , , , , , , No position found
01/27/2019, 19:07:44, , , , , , , , No position found
01/27/2019, 19:24:15, , , , , , , , No position found
01/27/2019, 19:40:45, , , , , , , , No position found
01/27/2019, 19:57:16, , , , , , , , No position found
01/27/2019, 20:13:46, , , , , , , , No position found
01/27/2019, 20:30:17, , , , , , , , No position found
01/27/2019, 20:46:47, , , , , , , , No position found
01/27/2019, 21:03:17, , , , , , , , No position found
01/27/2019, 21:19:48, , , , , , , , No position found
01/27/2019, 21:36:18, , , , , , , , No position found
01/27/2019, 21:52:49, , , , , , , , No position found
01/27/2019, 22:09:19, , , , , , , , No position found
01/27/2019, 22:25:50, , , , , , , , No position found
01/27/2019, 22:42:20, , , , , , , , No position found
01/27/2019, 22:58:51, , , , , , , , No position found
01/27/2019, 23:15:21, , , , , , , , No position found
01/27/2019, 23:31:52, , , , , , , , No position found
01/27/2019, 23:48:22, , , , , , , , No position found
01/28/2019, 00:04:53, , , , , , , , No position found
01/28/2019, 00:21:23, , , , , , , , No position found
01/28/2019, 00:37:54, , , , , , , , No position found
01/28/2019, 00:54:24, , , , , , , , No position found
01/28/2019, 01:10:54, , , , , , , , No position found
01/28/2019, 01:27:25, , , , , , , , No position found
01/28/2019, 01:43:55, , , , , , , , No position found
01/28/2019, 02:00:26, , , , , , , , No position found
01/28/2019, 02:16:56, , , , , , , , No position found
01/28/2019, 02:33:27, , , , , , , , No position found
01/28/2019, 02:49:57, , , , , , , , No position found
01/28/2019, 03:06:28, , , , , , , , No position found
01/28/2019, 03:22:58, , , , , , , , No position found
01/28/2019, 03:39:29, , , , , , , , No position found
01/28/2019, 03:55:59, , , , , , , , No position found
01/28/2019, 04:12:30, , , , , , , , No position found
01/28/2019, 04:29:00, , , , , , , , No position found
01/28/2019, 04:45:31, , , , , , , , No position found
01/28/2019, 05:02:01, , , , , , , , No position found
01/28/2019, 05:18:32, , , , , , , , No position found
01/28/2019, 05:35:02, , , , , , , , No position found
01/28/2019, 05:51:32, , , , , , , , No position found
01/28/2019, 06:08:03, , , , , , , , No position found
01/28/2019, 06:24:33, , , , , , , , No position found
01/28/2019, 06:41:04, , , , , , , , No position found
01/28/2019, 06:57:34, , , , , , , , No position found
01/28/2019, 07:14:05, , , , , , , , No position found
01/28/2019, 07:30:35, , , , , , , , No position found
01/28/2019, 07:47:06, , , , , , , , No position found
01/28/2019, 08:03:36, , , , , , , , No position found
01/28/2019, 08:20:07, , , , , , , , No position found
01/28/2019, 08:36:37, , , , , , , , No position found
01/28/2019, 08:53:08, , , , , , , , No position found
01/28/2019, 09:09:38, , , , , , , , No position found
01/28/2019, 09:26:09, , , , , , , , No position found
01/28/2019, 09:42:39, , , , , , , , No position found
01/28/2019, 09:59:10, , , , , , , , No position found
01/28/2019, 10:15:40, , , , , , , , No position found
01/28/2019, 10:32:10, , , , , , , , No position found
01/28/2019, 10:48:41, , , , , , , , No position found
01/28/2019, 11:05:11, , , , , , , , No position found
01/28/2019, 11:21:42, , , , , , , , No position found
01/28/2019, 11:38:12, , , , , , , , No position found
01/28/2019, 11:54:43, , , , , , , , No position found
01/28/2019, 12:11:13, , , , , , , , No position found
01/28/2019, 12:27:44, , , , , , , , No position found
01/28/2019, 12:44:14, , , , , , , , No position found
01/28/2019, 13:00:45, , , , , , , , No position found
01/28/2019, 13:17:15, , , , , , , , No position found
01/28/2019, 13:33:46, , , , , , , , No position found
01/28/2019, 13:50:16, , , , , , , , No position found
01/28/2019, 14:06:47, , , , , , , , No position found
01/28/2019, 14:23:17, , , , , , , , No position found
01/28/2019, 14:39:48, , , , , , , , No position found
01/28/2019, 14:56:18, , , , , , , , No position found
01/28/2019, 15:12:48, , , , , , , , No position found
01/28/2019, 15:29:19, , , , , , , , No position found
01/28/2019, 15:45:49, , , , , , , , No position found
01/28/2019, 16:02:20, , , , , , , , No position found
01/28/2019, 16:18:50, , , , , , , , No position found
01/28/2019, 16:35:21, , , , , , , , No position found
01/28/2019, 16:51:51, , , , , , , , No position found
01/28/2019, 17:08:22, , , , , , , , No position found
01/28/2019, 17:24:52, , , , , , , , No position found
01/28/2019, 17:41:23, , , , , , , , No position found
01/28/2019, 17:57:53, , , , , , , , No position found
01/28/2019, 18:14:24, , , , , , , , No position found
01/28/2019, 18:30:54, , , , , , , , No position found
01/28/2019, 18:47:25, , , , , , , , No position found
01/28/2019, 19:03:55, , , , , , , , No position found
01/28/2019, 19:20:25, , , , , , , , No position found
01/28/2019, 19:36:56, , , , , , , , No position found
01/28/2019, 19:53:26, , , , , , , , No position found
01/28/2019, 20:09:57, , , , , , , , No position found
01/28/2019, 20:26:27, , , , , , , , No position found
01/28/2019, 20:42:58, , , , , , , , No position found
01/28/2019, 20:59:28, , , , , , , , No position found
01/28/2019, 21:15:59, , , , , , , , No position found
01/28/2019, 21:32:29, , , , , , , , No position found
01/28/2019, 21:49:00, , , , , , , , No position found
01/28/2019, 22:05:30, , , , , , , , No position found
01/28/2019, 22:22:01, , , , , , , , No position found
01/28/2019, 22:38:31, , , , , , , , No position found
01/28/2019, 22:55:02, , , , , , , , No position found
01/28/2019, 23:11:32, , , , , , , , No position found
01/28/2019, 23:28:03, , , , , , , , No position found
01/28/2019, 23:44:33, , , , , , , , No position found
01/29/2019, 00:01:03, , , , , , , , No position found
01/29/2019, 00:17:34, , , , , , , , No position found
01/29/2019, 00:34:04, , , , , , , , No position found
01/29/2019, 00:50:35, , , , , , , , No position found
01/29/2019, 01:07:05, , , , , , , , No position found
