Date; Time; Latitude; Longitude; Altitude; Satellites; HDOP; PDOP; Temperature [C]; Speed [km/h]; TTFF; SNR; tbd
08/10/2018; 09:18:50; -8.6821183; 122.3448717;476;6; 1.0; 1.4;26; 1.852;13;0;0
08/10/2018; 09:34:33; -8.682055; 122.34503;408;6; 1.1; 1.4;26;0;41;0;0
08/10/2018; 09:51:04; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 10:07:29; -8.6820217; 122.3447817;702;6; 1.1; 1.4;30;0;63;0;0
08/10/2018; 10:24:00; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 10:39:55; -8.6825133; 122.3449733;614;6; 1.2; 1.6;30; 1.852;55;0;0
08/10/2018; 10:56:26; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 11:12:56; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 11:29:26; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 11:45:57; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 12:02:27; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 12:18:58; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 12:34:31; -8.6828433; 122.3444117;494;6; 1.0; 1.4;29; 1.852;32;0;0
08/10/2018; 12:51:02; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 13:06:58; -8.68238; 122.344855;580;6; 1.1; 1.4;29;0;56;0;0
08/10/2018; 13:22:35; -8.6823783; 122.3449067;524;5; 1.2; 1.5;28; 1.852;36;0;0
08/10/2018; 13:39:06; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 13:55:36; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 14:12:06; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 14:27:47; -8.682665; 122.3447433;554;6; 1.0; 1.4;28;0;40;0;0
08/10/2018; 14:44:18; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 15:00:48; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 15:16:24; -8.682715; 122.3447467;612;6; 1.2; 1.5;26;0;35;0;0
08/10/2018; 15:32:42; -8.6823033; 122.3449867;558;6; 1.3; 3.1;26;0;63;0;0
08/10/2018; 15:49:12; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 16:05:43; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 16:22:13; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 16:38:44; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 16:55:14; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 17:11:45; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 17:28:15; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 17:44:46; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 18:01:16; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 18:17:46; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 18:34:17; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 18:50:47; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 19:07:18; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 19:23:12; -8.682315; 122.3448217;576;6; 1.2; 1.5;26; 3.704;53;0;0
08/10/2018; 19:39:23; -8.6822833; 122.34476;580;6; 1.8; 2.6;26; 3.704;63;0;0
08/10/2018; 19:55:53; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 20:12:24; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 20:28:54; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 20:44:18; -8.68276; 122.34483;634;5; 1.3; 1.6;27; 1.852;22;0;0
08/10/2018; 21:00:49; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 21:17:19; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 21:33:50; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 21:50:20; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 22:06:51; ; ; ; ; ; ; ; No position found;;;
08/10/2018; 22:22:58; -8.6824817; 122.3447817;636;5; 1.4; 1.7;30;0;63;0;0
08/10/2018; 22:39:00; -8.68254; 122.344925;562;5; 1.8; 2.0;30;0;61;0;0
08/10/2018; 22:54:26; -8.6824967; 122.3455417;552;6; 1.9; 2.1;29;0;26;0;0
08/10/2018; 23:10:15; -8.6826167; 122.3447283;588;6; 2.0; 2.2;29;0;48;0;0
08/10/2018; 23:26:32; -8.6877267; 122.338115;1618;6; 1.9; 2.1;29; 11.112;63;0;0
08/10/2018; 23:43:00; -8.6824333; 122.3450117;500;6; 1.4; 1.7;28;0;63;0;0
08/10/2018; 23:58:53; -8.6826133; 122.3448983;578;6; 1.3; 1.6;26; 1.852;51;0;0
08/11/2018; 00:14:50; -8.6825567; 122.34489;530;5; 1.3; 1.6;27;0;56;0;0
08/11/2018; 00:30:57; -8.6826717; 122.3445267;692;5; 2.0; 2.2;26;0;63;0;0
08/11/2018; 00:46:24; -8.6825683; 122.3449083;592;5; 1.8; 2.1;28; 1.852;26;0;0
08/11/2018; 01:02:01; -8.6825467; 122.3447383;606;11; 0.8; 1.2;30;0;36;0;0
08/11/2018; 01:17:13; -8.68267; 122.3449867;622;5; 1.4; 1.7;30;0;11;0;0
08/11/2018; 01:33:36; -8.682695; 122.3449517;628;5; 1.5; 1.8;30; 1.852;63;0;0
08/11/2018; 01:50:06; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 02:05:36; -8.6825433; 122.3449717;570;6; 1.1; 1.5;28;0;28;0;0
08/11/2018; 02:20:45; -8.6829567; 122.3447283;652;8; 0.9; 1.3;31;0;8;0;0
08/11/2018; 02:36:00; -8.6827433; 122.3449533;638;6; 1.4; 3.8;28;0;14;0;0
08/11/2018; 02:51:05; -8.6825617; 122.3447667;640;7; 1.0; 1.3;30;0;4;0;0
08/11/2018; 03:06:42; -8.68257; 122.3449833;562;6; 1.1; 1.5;29;0;35;0;0
08/11/2018; 03:23:13; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 03:38:22; -8.68265; 122.344695;564;8; 0.8; 1.2;31;0;8;0;0
08/11/2018; 03:54:52; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 04:11:23; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 04:27:53; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 04:44:24; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 05:00:54; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 05:16:30; -8.6825017; 122.345055;612;6; 0.9; 1.3;30; 1.852;36;0;0
08/11/2018; 05:32:55; -8.6826233; 122.34497;628;4; 1.2; 1.6;30;0;63;0;0
08/11/2018; 05:49:25; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 06:05:56; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 06:22:26; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 06:38:57; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 06:55:00; -8.6823117; 122.34415;690;6; 1.2; 1.5;29;0;63;0;0
08/11/2018; 07:11:30; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 07:27:07; -8.681945; 122.34469;788;6; 1.2; 1.5;28; 1.852;36;0;0
08/11/2018; 07:43:37; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 08:00:08; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 08:16:38; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 08:33:09; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 08:49:39; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 09:06:10; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 09:22:40; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 09:38:26; -8.6825417; 122.3449567;572;6; 1.0; 1.4;28;0;45;0;0
08/11/2018; 09:54:56; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 10:10:37; -8.682655; 122.3446417;594;5; 1.1; 1.5;27;0;38;0;0
08/11/2018; 10:27:08; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 10:43:38; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 11:00:09; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 11:16:39; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 11:33:10; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 11:49:40; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 12:06:11; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 12:22:41; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 12:39:12; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 12:55:09; -8.682705; 122.3448133;642;5; 1.2; 1.5;26; 1.852;57;0;0
08/11/2018; 13:11:40; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 13:28:10; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 13:44:02; -8.68262; 122.344905;588;5; 1.3; 1.6;29; 3.704;51;0;0
08/11/2018; 14:00:33; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 14:17:03; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 14:33:34; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 14:50:04; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 15:06:35; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 15:23:05; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 15:39:36; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 15:55:29; -8.682145; 122.3450617;680;4; 1.5; 1.8;28; 1.852;53;0;0
08/11/2018; 16:12:00; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 16:28:30; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 16:44:50; -8.6824767; 122.345015;610;5; 1.5; 1.7;30; 5.556;63;0;0
08/11/2018; 17:01:20; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 17:17:51; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 17:34:21; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 17:50:52; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 18:07:22; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 18:23:53; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 18:40:23; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 18:56:54; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 19:13:24; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 19:29:55; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 19:46:25; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 20:02:56; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 20:19:26; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 20:35:57; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 20:52:27; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 21:08:06; -8.6825917; 122.3452117;674;6; 1.2; 1.6;28;0;38;0;0
08/11/2018; 21:23:45; -8.6827183; 122.3450783;578;6; 1.1; 1.5;27; 1.852;38;0;0
08/11/2018; 21:40:15; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 21:55:30; -8.6826517; 122.3449633;570;6; 1.3; 1.6;27; 1.852;14;0;0
08/11/2018; 22:12:00; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 22:27:47; -8.68298; 122.34652;472;5; 1.4; 1.6;29;0;46;0;0
08/11/2018; 22:44:18; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 23:00:49; ; ; ; ; ; ; ; No position found;;;
08/11/2018; 23:17:14; -8.6823433; 122.3450933;660;6; 1.8; 2.9;28; 1.852;63;0;0
08/11/2018; 23:32:44; -8.68193; 122.3454117;458;6; 1.5; 1.8;25; 5.556;29;0;0
08/11/2018; 23:47:48; -8.6823283; 122.3446517;526;7; 1.3; 1.6;24; 1.852;3;0;0
08/12/2018; 00:02:52; -8.6822267; 122.34456;514;8; 1.0; 1.4;26; 9.26;3;0;0
08/12/2018; 00:18:44; -8.68239; 122.3450783;518;6; 1.3; 1.6;25; 1.852;51;0;0
08/12/2018; 00:34:59; -8.68225; 122.3452917;588;6; 1.9; 2.1;27; 1.852;63;0;0
08/12/2018; 00:51:22; -8.68265; 122.3447483;566;6; 1.2; 1.5;28;0;63;0;0
08/12/2018; 01:07:52; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 01:23:53; -8.6824783; 122.3448667;608;6; 1.2; 1.5;28;0;61;0;0
08/12/2018; 01:40:23; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 01:56:54; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 02:13:24; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 02:29:54; -8.6827483; 122.3452367;684;5; 1.4; 1.7;29;0;63;0;0
08/12/2018; 02:46:25; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 03:01:48; -8.6822517; 122.3444483;596;6; 1.1; 1.4;28;0;23;0;0
08/12/2018; 03:17:14; -8.682305; 122.344835;618;6; 1.0; 1.4;30;0;25;0;0
08/12/2018; 03:33:44; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 03:49:52; -8.68229; 122.34478;682;7; 1.0; 3.4;27; 3.704;63;0;0
08/12/2018; 04:06:22; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 04:21:40; -8.6826067; 122.3447983;600;6; 1.2; 1.5;27;0;17;0;0
08/12/2018; 04:37:31; -8.6825983; 122.344385;604;9; 0.8; 1.1;27;0;50;0;0
08/12/2018; 04:52:35; -8.6825817; 122.3444983;596;7; 1.1; 1.4;28; 3.704;3;0;0
08/12/2018; 05:07:51; -8.6824233; 122.344695;620;9; 0.9; 1.2;27;0;15;0;0
08/12/2018; 05:23:19; -8.6825033; 122.344915;666;6; 1.1; 1.4;28;0;27;0;0
08/12/2018; 05:39:35; -8.6824117; 122.3446433;588;6; 1.1; 1.4;28;0;63;0;0
08/12/2018; 05:55:29; -8.68255; 122.344965;572;7; 1.0; 1.4;27;0;53;0;0
08/12/2018; 06:10:56; -8.6825683; 122.3451;678;6; 1.1; 1.5;29;0;26;0;0
08/12/2018; 06:26:03; -8.682525; 122.3446633;640;6; 1.1; 1.4;27;0;6;0;0
08/12/2018; 06:41:13; -8.6822133; 122.3448233;618;9; 0.9; 1.2;30;0;10;0;0
08/12/2018; 06:56:18; -8.6822167; 122.3448683;592;8; 1.0; 1.3;28; 5.556;3;0;0
08/12/2018; 07:11:51; -8.682575; 122.3449033;610;6; 1.4; 1.7;27; 1.852;32;0;0
08/12/2018; 07:26:57; -8.6821567; 122.34452;642;6; 1.3; 1.6;28;0;6;0;0
08/12/2018; 07:43:28; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 07:59:58; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 08:16:21; -8.68254; 122.3450167;592;6; 1.0; 1.4;30;0;63;0;0
08/12/2018; 08:31:31; -8.6827267; 122.34461;610;4; 1.4; 1.7;26;0;9;0;0
08/12/2018; 08:46:37; -8.682475; 122.34485;604;6; 1.0; 1.3;27; 1.852;5;0;0
08/12/2018; 09:03:07; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 09:18:18; -8.6823367; 122.3448633;608;6; 1.0; 1.3;29;0;9;0;0
08/12/2018; 09:34:01; -8.6823; 122.34486;588;6; 1.1; 1.4;29;0;42;0;0
08/12/2018; 09:50:31; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 10:06:40; -8.6823117; 122.34481;504;5; 1.2; 4.1;30;0;63;0;0
08/12/2018; 10:22:57; -8.68245; 122.34491;614;5; 1.1; 1.5;30;0;63;0;0
08/12/2018; 10:38:30; -8.6823767; 122.3446533;384;5; 1.3; 1.6;28; 1.852;32;0;0
08/12/2018; 10:54:16; -8.6825617; 122.3448717;558;5; 1.2; 1.5;28;0;45;0;0
08/12/2018; 11:10:06; -8.6824933; 122.34471;630;4; 1.5; 1.8;28;0;49;0;0
08/12/2018; 11:26:36; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 11:43:07; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 11:59:37; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 12:16:08; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 12:32:38; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 12:49:09; -8.6825883; 122.3447683;524;5; 1.2; 1.5;30; 1.852;63;0;0
08/12/2018; 13:05:39; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 13:21:43; -8.6827717; 122.344955;624;4; 1.4; 1.7;27; 1.852;63;0;0
08/12/2018; 13:37:39; -8.6825617; 122.3448983;580;5; 1.1; 1.4;26;0;55;0;0
08/12/2018; 13:54:09; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 14:10:16; -8.6827133; 122.3450233;704;5; 1.0; 1.4;27;0;63;0;0
08/12/2018; 14:26:22; -8.6826383; 122.3450067;666;5; 1.1; 1.5;27;0;63;0;0
08/12/2018; 14:42:52; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 14:59:23; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 15:15:53; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 15:32:24; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 15:48:01; -8.6825617; 122.34476;602;8; 1.1; 1.4;27;0;36;0;0
08/12/2018; 16:03:38; -8.6823883; 122.3451833;622;5; 1.7; 1.9;26; 1.852;36;0;0
08/12/2018; 16:18:43; -8.68268; 122.3447917;618;6; 1.5; 1.7;26; 1.852;4;0;0
08/12/2018; 16:34:37; -8.6826883; 122.34475;594;6; 1.3; 1.5;29;0;53;0;0
08/12/2018; 16:51:08; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 17:07:38; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 17:24:09; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 17:39:16; -8.682445; 122.344985;622;6; 2.4; 2.5;30;0;6;0;0
08/12/2018; 17:55:32; -8.6827767; 122.3447317;584;8; 1.1; 1.4;28;0;63;0;0
08/12/2018; 18:10:53; -8.6823783; 122.3449733;608;6; 1.2; 1.5;26; 3.704;20;0;0
08/12/2018; 18:26:13; -8.6825883; 122.3448883;600;6; 1.4; 1.7;26; 5.556;19;0;0
08/12/2018; 18:42:03; -8.6823333; 122.3450367;600;6; 1.4; 1.7;25;0;49;0;0
08/12/2018; 18:58:34; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 19:15:04; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 19:31:10; -8.682735; 122.3443783;614;6; 1.4; 1.7;23; 1.852;63;0;0
08/12/2018; 19:47:32; -8.6824167; 122.3449333;648;6; 1.3; 1.6;23; 1.852;63;0;0
08/12/2018; 20:04:01; -8.682615; 122.3446983;620;6; 1.1; 1.4;26; 1.852;63;0;0
08/12/2018; 20:19:43; -8.6826467; 122.3448;616;6; 1.1; 1.4;28; 1.852;41;0;0
08/12/2018; 20:35:15; -8.6826167; 122.3447783;616;6; 1.2; 1.5;28;0;31;0;0
08/12/2018; 20:50:56; -8.6826617; 122.3450433;642;6; 1.1; 1.4;27;0;40;0;0
08/12/2018; 21:06:35; -8.68252; 122.3449533;622;6; 1.1; 1.5;26; 3.704;38;0;0
08/12/2018; 21:22:28; -8.6825417; 122.3450217;520;6; 1.1; 1.5;26;0;52;0;0
08/12/2018; 21:38:59; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 21:55:29; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 22:12:00; ; ; ; ; ; ; ; No position found;;;
08/12/2018; 22:27:11; -8.6822917; 122.3449217;480;7; 1.5; 1.8;25;0;12;0;0
08/12/2018; 22:43:31; -8.682475; 122.3448333;574;7; 1.0; 1.3;24; 1.852;63;0;0
08/12/2018; 22:58:55; -8.6839533; 122.3451633;890;7; 1.4; 1.7;24; 7.408;23;0;0
08/12/2018; 23:14:22; -8.6839817; 122.3447283;998;6; 1.5; 1.8;24; 3.704;26;0;0
08/12/2018; 23:30:06; -8.6842333; 122.344855;1254;6; 1.5; 1.8;25;0;42;0;0
08/12/2018; 23:46:37; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 00:01:42; -8.6844017; 122.3449717;1744;8; 1.1; 1.4;27;0;6;0;0
08/13/2018; 00:18:13; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 00:34:40; -8.6815267; 122.3450683;1552;6; 1.1; 1.5;27; 1.852;63;0;0
08/13/2018; 00:49:56; -8.6827633; 122.347325;-192;7; 1.0; 1.4;30; 1.852;15;0;0
08/13/2018; 01:05:07; -8.68169; 122.3458667;542;7; 1.0; 1.3;31;0;11;0;0
08/13/2018; 01:20:22; -8.6826433; 122.3448217;596;7; 1.2; 1.5;32; 1.852;14;0;0
08/13/2018; 01:35:31; -8.6817417; 122.3499833;-694;7; 0.9; 1.3;30;0;7;0;0
08/13/2018; 01:50:36; -8.6824483; 122.34441;616;7; 1.1; 1.3;29; 7.408;6;0;0
08/13/2018; 02:05:50; -8.6824983; 122.34484;654;7; 1.0; 1.3;29; 1.852;13;0;0
08/13/2018; 02:22:07; -8.6805767; 122.3505817;2564;6; 1.1; 1.4;28; 1.852;63;0;0
08/13/2018; 02:38:38; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 02:55:08; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 03:10:49; -8.682705; 122.34491;580;8; 0.9; 1.2;37;0;40;0;0
08/13/2018; 03:27:20; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 03:43:50; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 03:59:01; -8.6822183; 122.3449;520;4; 1.7; 2.0;30; 1.852;10;0;0
08/13/2018; 04:14:25; -8.682195; 122.3447;510;4; 1.8; 2.0;32; 1.852;23;0;0
08/13/2018; 04:30:46; -8.6821083; 122.3452217;866;5; 1.4; 1.7;31; 1.852;63;0;0
08/13/2018; 04:45:54; -8.68236; 122.3448467;762;5; 1.4; 1.6;30; 1.852;6;0;0
08/13/2018; 05:01:01; -8.6828217; 122.3448967;576;5; 1.4; 1.6;30;0;6;0;0
08/13/2018; 05:16:06; -8.68248; 122.3447467;634;5; 1.4; 1.6;28;0;4;0;0
08/13/2018; 05:31:31; -8.682535; 122.3449417;612;5; 1.5; 1.8;34; 1.852;25;0;0
08/13/2018; 05:46:37; -8.6826; 122.34497;598;6; 1.4; 1.7;32;0;5;0;0
08/13/2018; 06:02:00; -8.6825283; 122.3449733;624;7; 1.0; 1.4;30;0;21;0;0
08/13/2018; 06:17:11; -8.68249; 122.3447817;610;5; 1.3; 1.6;31;0;10;0;0
08/13/2018; 06:32:18; -8.6824667; 122.344905;654;4; 1.4; 1.7;32; 1.852;6;0;0
08/13/2018; 06:47:24; -8.6826283; 122.3448217;630;4; 1.4; 1.7;30; 1.852;5;0;0
08/13/2018; 07:02:57; -8.6825433; 122.3447867;648;4; 1.3; 1.6;30;0;32;0;0
08/13/2018; 07:18:01; -8.6824067; 122.3447517;620;5; 1.8; 2.0;33;0;2;0;0
08/13/2018; 07:33:06; -8.68249; 122.3447467;610;5; 1.7; 2.0;32;0;4;0;0
08/13/2018; 07:49:36; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 08:06:07; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 08:22:37; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 08:39:08; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 08:54:59; -8.68272; 122.3447967;626;5; 1.3; 1.6;31;0;50;0;0
08/13/2018; 09:11:30; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 09:26:36; -8.682745; 122.3447333;602;5; 1.2; 1.6;30; 1.852;6;0;0
08/13/2018; 09:42:19; -8.68277; 122.3448683;616;4; 1.3; 1.6;29;0;42;0;0
08/13/2018; 09:58:50; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 10:15:20; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 10:31:50; -8.682695; 122.3440867;-326;4; 4.7; 1.7;30; 5.556;63;0;0
08/13/2018; 10:47:51; -8.6826583; 122.3445733;568;5; 2.6; 11.1;30;0;60;0;0
08/13/2018; 11:04:22; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 11:20:53; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 11:37:23; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 11:53:54; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 12:10:24; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 12:26:54; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 12:42:52; -8.6824667; 122.3446783;664;4; 4.0; 4.1;26; 3.704;57;0;0
08/13/2018; 12:59:22; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 13:15:53; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 13:32:23; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 13:48:54; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 14:05:24; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 14:21:51; -8.6825083; 122.3447617;618;4; 1.6; 1.9;30;0;63;0;0
08/13/2018; 14:38:22; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 14:54:52; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 15:11:23; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 15:27:53; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 15:44:24; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 16:00:54; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 16:17:25; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 16:33:55; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 16:50:25; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 17:06:56; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 17:23:26; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 17:39:57; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 17:56:27; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 18:12:58; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 18:29:28; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 18:45:59; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 19:02:29; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 19:19:00; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 19:35:30; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 19:52:01; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 20:08:31; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 20:25:02; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 20:41:32; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 20:58:03; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 21:14:33; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 21:31:03; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 21:47:34; ; ; ; ; ; ; ; No position found;;;
08/13/2018; 22:03:30; -8.6826867; 122.3447467;616;8; 1.2; 1.5;24;0;55;0;0
08/13/2018; 22:18:33; -8.6827083; 122.34496;600;6; 1.3; 1.6;24;0;2;0;0
08/13/2018; 22:34:03; -8.682645; 122.34469;618;6; 1.3; 1.6;26;0;29;0;0
08/13/2018; 22:49:30; -8.682655; 122.3446583;576;5; 1.4; 1.6;26;0;25;0;0
08/13/2018; 23:04:33; -8.6827633; 122.344545;624;7; 1.3; 1.6;25;0;2;0;0
08/13/2018; 23:20:30; -8.68276; 122.344915;606;5; 3.2; 3.4;26;0;56;0;0
08/13/2018; 23:35:46; -8.68235; 122.3450683;562;7; 1.4; 1.6;27; 3.704;15;0;0
08/13/2018; 23:51:13; -8.6830067; 122.3441367;678;5; 1.6; 1.9;28;0;26;0;0
