Date; Time; Latitude; Longitude; Altitude; Satellites; HDOP; PDOP; Temperature [C]; Speed [km/h]; TTFF; SNR; tbd
08/03/2018; 12:58:34; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 13:15:04; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 13:31:35; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 13:48:05; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 14:03:58; -8.6827283; 122.3448917;622;5; 3.0; 3.1;29; 3.704;51;0;0
08/03/2018; 14:20:29; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 14:36:59; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 14:53:30; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 15:09:08; -8.68274; 122.3452433;578;5; 1.4; 1.6;30;0;38;0;0
08/03/2018; 15:24:32; -8.68251; 122.3450417;548;5; 1.2; 1.5;30;0;23;0;0
08/03/2018; 15:40:01; -8.682655; 122.3447767;632;5; 1.2; 1.5;30; 1.852;28;0;0
08/03/2018; 15:56:32; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 16:13:02; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 16:29:33; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 16:46:03; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 17:02:34; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 17:19:04; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 17:35:35; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 17:52:05; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 18:08:36; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 18:25:06; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 18:41:15; -8.6825567; 122.3449933;570;6; 1.4; 1.7;29; 3.704;63;0;0
08/03/2018; 18:57:45; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 19:14:16; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 19:30:46; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 19:47:17; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 20:02:45; -8.682255; 122.3449333;540;6; 1.6; 1.8;28; 1.852;27;0;0
08/03/2018; 20:19:15; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 20:35:46; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 20:52:16; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 21:07:41; -8.6825917; 122.3449717;568;7; 1.2; 1.4;28;0;24;0;0
08/03/2018; 21:22:55; -8.6826417; 122.3450567;578;7; 1.1; 1.4;26;0;14;0;0
08/03/2018; 21:38:08; -8.6826367; 122.3449967;580;7; 1.1; 1.4;25;0;13;0;0
08/03/2018; 21:53:29; -8.6825767; 122.3448283;568;6; 1.1; 1.4;25;0;19;0;0
08/03/2018; 22:09:59; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 22:26:20; -8.681885; 122.3450817;468;6; 1.2; 1.5;28;0;63;0;0
08/03/2018; 22:41:25; -8.68261; 122.3447133;612;8; 0.9; 1.3;26; 1.852;4;0;0
08/03/2018; 22:57:16; -8.6826917; 122.3447233;604;6; 1.1; 1.4;26;0;50;0;0
08/03/2018; 23:13:46; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 23:30:17; ; ; ; ; ; ; ; No position found;;;
08/03/2018; 23:46:47; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 00:02:45; -8.68228; 122.3447683;604;7; 1.3; 1.5;30;0;57;0;0
08/04/2018; 00:18:53; -8.6823417; 122.344795;574;6; 1.3; 1.6;28; 1.852;63;0;0
08/04/2018; 00:33:57; -8.682675; 122.3445233;554;9; 0.9; 1.2;26; 1.852;3;0;0
08/04/2018; 00:49:07; -8.6824517; 122.3442683;674;6; 1.2; 1.5;25;0;9;0;0
08/04/2018; 01:04:14; -8.682355; 122.3446933;566;7; 1.2; 1.5;27; 9.26;7;0;0
08/04/2018; 01:19:28; -8.6823133; 122.344045;748;6; 1.2; 1.6;26; 1.852;12;0;0
08/04/2018; 01:35:59; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 01:51:12; -8.682375; 122.344445;668;7; 1.0; 1.4;30; 1.852;12;0;0
08/04/2018; 02:06:25; -8.6824267; 122.3442583;636;6; 1.1; 1.5;28; 1.852;12;0;0
08/04/2018; 02:21:34; -8.68266; 122.3449433;542;6; 1.1; 1.5;27;0;8;0;0
08/04/2018; 02:36:37; -8.6824933; 122.344475;640;8; 0.9; 1.2;28;0;2;0;0
08/04/2018; 02:51:49; -8.6828417; 122.345065;732;7; 1.0; 1.3;28;0;11;0;0
08/04/2018; 03:07:08; -8.6825217; 122.3448517;760;8; 0.9; 1.2;28; 1.852;18;0;0
08/04/2018; 03:22:12; -8.6824033; 122.344965;752;7; 1.0; 1.3;28; 5.556;3;0;0
08/04/2018; 03:37:16; -8.6824067; 122.3448283;702;8; 0.9; 1.2;28; 1.852;3;0;0
08/04/2018; 03:52:20; -8.68259; 122.344915;750;7; 1.0; 1.3;28; 1.852;3;0;0
08/04/2018; 04:07:25; -8.6824117; 122.3447833;666;8; 0.8; 1.2;28;0;3;0;0
08/04/2018; 04:22:35; -8.682585; 122.3448067;748;6; 1.1; 1.4;27;0;9;0;0
08/04/2018; 04:37:49; -8.68306; 122.344185;448;5; 1.2; 1.5;26;0;13;0;0
08/04/2018; 04:54:20; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 05:10:50; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 05:27:20; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 05:43:51; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 06:00:21; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 06:16:52; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 06:32:59; -8.6825617; 122.3448517;616;6; 1.2; 1.5;26; 1.852;63;0;0
08/04/2018; 06:49:30; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 07:06:00; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 07:21:39; -8.682635; 122.34472;650;5; 1.6; 1.9;27;0;38;0;0
08/04/2018; 07:38:10; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 07:53:22; -8.6825; 122.344705;588;7; 1.1; 1.4;26;0;12;0;0
08/04/2018; 08:09:14; -8.6828533; 122.344505;602;4; 2.1; 2.3;26;0;51;0;0
08/04/2018; 08:24:25; -8.681845; 122.34409;1156;7; 1.1; 1.4;27;0;11;0;0
08/04/2018; 08:40:55; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 08:56:36; -8.6827983; 122.344835;452;5; 1.1; 1.5;27; 1.852;39;0;0
08/04/2018; 09:13:07; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 09:29:37; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 09:45:49; -8.682625; 122.344595;588;7; 0.9; 1.2;28;0;63;0;0
08/04/2018; 10:01:29; -8.6826417; 122.34459;580;9; 0.7; 1.1;29;0;39;0;0
08/04/2018; 10:16:42; -8.68247; 122.3446867;550;6; 1.1; 1.4;26;0;12;0;0
08/04/2018; 10:32:58; -8.682525; 122.3448383;596;5; 1.2; 1.5;26;0;63;0;0
08/04/2018; 10:49:29; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 11:05:59; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 11:21:17; -8.6825167; 122.344915;584;6; 1.3; 1.6;27;0;17;0;0
08/04/2018; 11:36:48; -8.6825483; 122.3449383;598;4; 1.5; 1.8;27;0;30;0;0
08/04/2018; 11:51:59; -8.68274; 122.34473;618;6; 1.1; 1.4;26; 1.852;10;0;0
08/04/2018; 12:08:00; -8.682555; 122.3447933;620;4; 1.4; 1.7;27; 1.852;60;0;0
08/04/2018; 12:24:30; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 12:41:01; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 12:57:31; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 13:14:02; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 13:30:32; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 13:47:03; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 14:03:22; -8.6825433; 122.3448533;620;4; 1.5; 1.8;26;0;63;0;0
08/04/2018; 14:19:52; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 14:35:45; -8.6826317; 122.34492;646;5; 1.3; 1.6;27;0;52;0;0
08/04/2018; 14:52:08; -8.68257; 122.3448717;560;6; 1.2; 1.5;28;0;63;0;0
08/04/2018; 15:08:38; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 15:25:09; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 15:41:39; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 15:57:43; -8.6824617; 122.34489;556;5; 1.3; 4.2;28;0;63;0;0
08/04/2018; 16:14:14; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 16:29:47; -8.6824483; 122.3448317;606;5; 1.5; 1.8;29; 3.704;33;0;0
08/04/2018; 16:45:02; -8.682425; 122.3449;600;5; 1.3; 1.6;29;0;15;0;0
08/04/2018; 17:00:14; -8.6825567; 122.3448017;612;5; 1.3; 1.6;28;0;10;0;0
08/04/2018; 17:16:44; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 17:33:15; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 17:49:45; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 18:06:16; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 18:22:46; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 18:39:17; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 18:55:33; -8.6830083; 122.3455117;680;6; 1.5; 1.7;27; 1.852;63;0;0
08/04/2018; 19:11:14; -8.6821417; 122.3449283;582;6; 1.2; 1.5;27; 1.852;40;0;0
08/04/2018; 19:27:44; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 19:44:15; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 20:00:45; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 20:17:16; ; ; ; ; ; ; ; No position found;;;
08/04/2018; 20:32:55; -8.6826033; 122.34498;612;6; 1.1; 1.8;26;0;38;0;0
08/04/2018; 20:48:07; -8.6828667; 122.3447717;638;6; 1.4; 1.6;25;0;11;0;0
08/04/2018; 21:03:27; -8.6825233; 122.3447983;540;6; 1.2; 1.5;25;0;19;0;0
08/04/2018; 21:18:37; -8.682665; 122.344855;604;6; 1.1; 1.4;25;0;9;0;0
08/04/2018; 21:33:52; -8.682665; 122.3450283;624;6; 1.1; 1.4;25;0;14;0;0
08/04/2018; 21:48:55; -8.6827067; 122.3451233;690;6; 1.4; 1.7;26;0;2;0;0
08/04/2018; 22:04:07; -8.6827267; 122.3449583;608;7; 1.0; 1.3;26;0;11;0;0
08/04/2018; 22:19:15; -8.6826967; 122.34496;612;7; 1.0; 1.3;25;0;7;0;0
08/04/2018; 22:35:24; -8.6826983; 122.3446917;600;7; 1.2; 1.5;26;0;63;0;0
08/04/2018; 22:50:40; -8.6828967; 122.3442617;674;6; 1.8; 2.1;25; 1.852;16;0;0
08/04/2018; 23:06:31; -8.6822983; 122.344895;614;6; 1.4; 2.5;26;0;51;0;0
08/04/2018; 23:22:13; -8.6826217; 122.3449;614;6; 1.4; 1.6;28; 1.852;40;0;0
08/04/2018; 23:37:57; -8.682945; 122.3447317;636;6; 1.9; 2.1;30; 1.852;43;0;0
08/04/2018; 23:53:33; -8.6826333; 122.3447433;640;7; 1.2; 1.5;30;0;35;0;0
08/05/2018; 00:09:43; -8.6826483; 122.34494;646;6; 1.3; 1.6;27;0;63;0;0
08/05/2018; 00:26:14; -8.6827367; 122.3450283;574;6; 1.3; 1.6;27;0;63;0;0
08/05/2018; 00:41:41; -8.682395; 122.34488;548;6; 1.2; 1.5;26; 1.852;25;0;0
08/05/2018; 00:56:56; -8.68256; 122.34484;648;6; 1.3; 1.6;24;0;14;0;0
08/05/2018; 01:13:22; -8.68218; 122.343445;1086;6; 1.3; 1.7;24; 1.852;63;0;0
08/05/2018; 01:29:53; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 01:46:23; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 02:02:03; -8.6825917; 122.345095;514;7; 1.1; 1.4;25;0;39;0;0
08/05/2018; 02:18:01; -8.6824467; 122.3450767;500;5; 1.2; 1.5;28; 1.852;57;0;0
08/05/2018; 02:33:40; -8.682645; 122.345035;652;5; 1.4; 1.7;30;0;38;0;0
08/05/2018; 02:49:53; -8.6827; 122.3448733;622;6; 1.2; 1.6;31; 1.852;63;0;0
08/05/2018; 03:05:20; -8.68275; 122.3446683;640;6; 1.0; 1.4;29; 1.852;26;0;0
08/05/2018; 03:21:51; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 03:38:21; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 03:54:51; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 04:10:50; -8.6827967; 122.3448017;610;6; 1.1; 1.4;25; 1.852;58;0;0
08/05/2018; 04:26:37; -8.6826417; 122.345065;610;6; 1.6; 2.8;26;0;46;0;0
08/05/2018; 04:42:15; -8.6830017; 122.3450033;684;6; 1.3; 1.6;26; 5.556;37;0;0
08/05/2018; 04:58:45; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 05:14:12; -8.6824817; 122.3448517;610;4; 1.4; 1.7;28;0;26;0;0
08/05/2018; 05:29:17; -8.6819783; 122.3440333;552;6; 1.1; 1.4;24;0;5;0;0
08/05/2018; 05:44:27; -8.682435; 122.3446083;592;9; 0.8; 1.1;23;0;9;0;0
08/05/2018; 05:59:31; -8.68273; 122.3445517;622;8; 0.8; 1.2;24;0;3;0;0
08/05/2018; 06:14:50; -8.6828133; 122.3450333;626;7; 1.0; 1.3;24;0;17;0;0
08/05/2018; 06:30:21; -8.6826717; 122.3450317;630;5; 1.2; 4.1;24;0;30;0;0
08/05/2018; 06:46:51; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 07:02:48; -8.6826933; 122.3448967;590;6; 1.1; 1.4;27; 1.852;56;0;0
08/05/2018; 07:19:19; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 07:34:33; -8.6824383; 122.34452;568;7; 1.1; 1.4;25; 1.852;13;0;0
08/05/2018; 07:49:40; -8.68214; 122.3447033;512;6; 1.2; 1.5;23;0;6;0;0
08/05/2018; 08:05:38; -8.6820317; 122.3454267;450;6; 1.2; 1.5;22;0;56;0;0
08/05/2018; 08:21:17; -8.68235; 122.3446283;600;7; 0.9; 1.2;23;0;38;0;0
08/05/2018; 08:36:51; -8.6823983; 122.3446633;646;5; 1.7; 4.6;25; 1.852;33;0;0
08/05/2018; 08:52:53; -8.6825267; 122.344565;590;6; 1.3; 3.7;26; 1.852;61;0;0
08/05/2018; 09:09:23; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 09:25:25; -8.6827467; 122.3449617;606;6; 1.1; 1.5;26; 1.852;61;0;0
08/05/2018; 09:41:07; -8.6825467; 122.3447383;574;6; 1.0; 1.4;26; 1.852;41;0;0
08/05/2018; 09:56:12; -8.682565; 122.3443633;556;8; 0.8; 1.2;24; 3.704;4;0;0
08/05/2018; 10:12:01; -8.682625; 122.34484;610;6; 1.0; 1.3;25;0;48;0;0
08/05/2018; 10:28:31; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 10:44:15; -8.6825817; 122.3446583;550;5; 1.2; 1.5;27;0;43;0;0
08/05/2018; 10:59:54; -8.68271; 122.3446717;588;7; 1.2; 1.5;27;0;39;0;0
08/05/2018; 11:16:24; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 11:32:22; -8.6828183; 122.3447083;560;6; 1.2; 1.5;26; 1.852;56;0;0
08/05/2018; 11:48:12; -8.6827817; 122.344735;610;6; 1.2; 1.5;27;0;49;0;0
08/05/2018; 12:04:43; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 12:21:14; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 12:37:19; -8.682895; 122.344835;668;6; 1.2; 1.5;28;0;63;0;0
08/05/2018; 12:53:27; -8.6826633; 122.344925;602;6; 1.0; 1.3;28;0;63;0;0
08/05/2018; 13:08:46; -8.68261; 122.3449567;502;5; 1.2; 1.6;26;0;18;0;0
08/05/2018; 13:24:44; -8.6825333; 122.34482;592;5; 1.4; 1.7;25; 1.852;57;0;0
08/05/2018; 13:41:15; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 13:57:45; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 14:13:09; -8.682855; 122.3446783;556;6; 1.1; 1.4;27;0;23;0;0
08/05/2018; 14:28:20; -8.682685; 122.34468;562;6; 1.1; 1.4;26;0;10;0;0
08/05/2018; 14:44:51; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 15:01:11; -8.682545; 122.34487;576;5; 1.3; 1.6;27;0;63;0;0
08/05/2018; 15:17:16; -8.682725; 122.3447583;588;5; 1.2; 1.5;27; 3.704;63;0;0
08/05/2018; 15:33:47; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 15:50:09; -8.6825767; 122.344925;580;5; 1.3; 1.6;26;0;63;0;0
08/05/2018; 16:06:40; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 16:23:10; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 16:39:41; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 16:56:11; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 17:12:42; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 17:29:12; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 17:45:42; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 18:02:13; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 18:18:43; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 18:35:14; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 18:51:44; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 19:08:15; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 19:24:45; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 19:40:54; -8.682275; 122.3446083;580;6; 1.3; 1.6;24; 1.852;63;0;0
08/05/2018; 19:57:25; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 20:13:51; -8.68231; 122.3449633;594;6; 1.8; 2.0;28; 1.852;63;0;0
08/05/2018; 20:30:21; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 20:46:52; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 21:03:22; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 21:19:53; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 21:36:23; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 21:52:54; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 22:09:24; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 22:25:51; -8.68256; 122.3447917;562;6; 1.2; 1.5;27;0;63;0;0
08/05/2018; 22:42:06; -8.6824717; 122.3449983;606;6; 1.7; 2.5;29;0;63;0;0
08/05/2018; 22:58:36; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 23:15:07; ; ; ; ; ; ; ; No position found;;;
08/05/2018; 23:30:14; -8.6819967; 122.345555;502;6; 1.1; 1.4;30;0;6;0;0
08/05/2018; 23:46:31; -8.6827033; 122.3451433;624;6; 1.4; 1.7;28;0;63;0;0
08/06/2018; 00:02:09; -8.68258; 122.3449767;576;8; 0.9; 1.3;26;0;36;0;0
08/06/2018; 00:18:10; -8.6821783; 122.3454467;336;6; 1.2; 1.5;26;0;60;0;0
08/06/2018; 00:34:40; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 00:51:11; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 01:06:33; -8.682265; 122.3449;668;6; 1.3; 2.9;28;0;21;0;0
08/06/2018; 01:22:32; -8.6823633; 122.3449283;660;6; 1.1; 1.4;26; 1.852;58;0;0
08/06/2018; 01:38:59; -8.6820783; 122.3449933;504;6; 1.3; 3.4;28; 1.852;63;0;0
08/06/2018; 01:55:06; -8.6827183; 122.3448617;636;6; 1.1; 1.5;31; 3.704;63;0;0
08/06/2018; 02:11:12; -8.682815; 122.3448183;718;6; 1.1; 1.4;28; 1.852;63;0;0
08/06/2018; 02:27:42; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 02:43:31; -8.6827217; 122.3450133;662;7; 1.0; 1.4;27; 1.852;47;0;0
08/06/2018; 02:59:37; -8.6825917; 122.3451617;756;6; 1.2; 1.6;25;0;63;0;0
08/06/2018; 03:15:20; -8.6825; 122.3449283;620;6; 1.2; 1.5;29; 1.852;42;0;0
08/06/2018; 03:30:48; -8.6825783; 122.3449267;646;6; 1.2; 1.4;26;0;27;0;0
08/06/2018; 03:47:19; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 04:03:27; -8.6825617; 122.3448067;802;6; 1.1; 1.5;26; 1.852;63;0;0
08/06/2018; 04:18:37; -8.6825483; 122.3448467;578;7; 1.0; 1.3;26;0;9;0;0
08/06/2018; 04:33:56; -8.6826217; 122.344975;680;7; 0.9; 1.3;24;0;19;0;0
08/06/2018; 04:49:20; -8.6827233; 122.3449017;618;6; 1.1; 1.4;24;0;22;0;0
08/06/2018; 05:04:32; -8.6831683; 122.34529;596;6; 1.1; 1.4;26;0;11;0;0
08/06/2018; 05:19:38; -8.6825333; 122.3450467;576;7; 1.2; 1.5;25; 1.852;6;0;0
08/06/2018; 05:34:53; -8.6824383; 122.3451117;612;7; 1.1; 1.4;28; 1.852;13;0;0
08/06/2018; 05:50:52; -8.6824767; 122.3450967;624;6; 1.1; 1.4;28; 1.852;58;0;0
08/06/2018; 06:07:23; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 06:23:47; -8.6826583; 122.34495;674;6; 1.2; 2.9;28; 1.852;63;0;0
08/06/2018; 06:40:18; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 06:56:48; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 07:13:19; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 07:29:49; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 07:46:20; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 08:01:38; -8.68232; 122.3441033;652;7; 1.0; 1.4;28;0;18;0;0
08/06/2018; 08:17:07; -8.6823217; 122.34482;596;6; 1.1; 1.4;25; 1.852;29;0;0
08/06/2018; 08:32:20; -8.6823017; 122.3443;596;8; 0.9; 1.2;25; 1.852;11;0;0
08/06/2018; 08:48:00; -8.6824717; 122.3446617;606;7; 0.9; 1.3;26;0;40;0;0
08/06/2018; 09:03:33; -8.6825683; 122.3449233;560;6; 1.1; 1.4;25;0;31;0;0
08/06/2018; 09:18:58; -8.6824333; 122.3448833;602;7; 0.9; 1.3;26; 1.852;25;0;0
08/06/2018; 09:34:29; -8.68278; 122.3451117;558;6; 1.1; 1.5;26;0;30;0;0
08/06/2018; 09:49:34; -8.68206; 122.34504;508;7; 0.9; 1.2;26; 5.556;4;0;0
08/06/2018; 10:05:19; -8.6824367; 122.3446933;438;7; 0.9; 1.3;25; 1.852;43;0;0
08/06/2018; 10:21:42; -8.68247; 122.3446433;556;7; 1.0; 1.3;27;0;63;0;0
08/06/2018; 10:37:36; -8.6826983; 122.344695;572;7; 1.1; 1.4;26;0;53;0;0
08/06/2018; 10:53:45; -8.6827483; 122.3446367;618;7; 1.2; 1.5;25; 1.852;63;0;0
08/06/2018; 11:10:16; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 11:26:46; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 11:43:16; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 11:59:47; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 12:16:17; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 12:32:34; -8.68281; 122.3448567;554;5; 1.2; 1.5;29;0;63;0;0
08/06/2018; 12:48:41; -8.6827483; 122.3450633;644;6; 1.2; 1.5;29;0;63;0;0
08/06/2018; 13:04:20; -8.6826267; 122.34464;506;6; 1.5; 4.4;29; 1.852;38;0;0
08/06/2018; 13:20:21; -8.682725; 122.34489;604;8; 0.9; 1.2;28; 1.852;60;0;0
08/06/2018; 13:36:49; -8.6825733; 122.34509;582;7; 0.9; 1.3;28; 1.852;63;0;0
08/06/2018; 13:53:20; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 14:09:50; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 14:26:20; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 14:42:51; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 14:59:21; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 15:15:52; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 15:32:22; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 15:48:53; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 16:05:23; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 16:21:54; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 16:38:24; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 16:54:55; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 17:11:25; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 17:27:56; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 17:44:26; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 18:00:57; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 18:17:27; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 18:33:57; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 18:50:28; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 19:06:58; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 19:23:29; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 19:39:59; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 19:56:30; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 20:13:00; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 20:29:31; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 20:45:58; -8.68235; 122.34489;598;6; 1.3; 1.6;27;0;63;0;0
08/06/2018; 21:01:34; -8.6826533; 122.3451633;646;6; 1.3; 1.6;27;0;35;0;0
08/06/2018; 21:17:38; -8.6828067; 122.3450533;644;6; 1.1; 1.4;28;0;63;0;0
08/06/2018; 21:34:09; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 21:49:45; -8.6829817; 122.34468;576;6; 1.1; 1.5;29; 1.852;36;0;0
08/06/2018; 22:04:51; -8.6827467; 122.3447117;590;6; 1.2; 1.5;26;0;5;0;0
08/06/2018; 22:20:01; -8.68267; 122.3444267;500;6; 1.0; 1.4;24;0;10;0;0
08/06/2018; 22:35:55; -8.6827433; 122.344755;584;6; 1.1; 1.4;26; 1.852;52;0;0
08/06/2018; 22:52:26; ; ; ; ; ; ; ; No position found;;;
08/06/2018; 23:08:12; -8.68269; 122.3447517;576;6; 1.1; 1.5;29;0;46;0;0
08/06/2018; 23:24:40; -8.6826733; 122.34474;638;6; 1.1; 1.4;26;0;63;0;0
08/06/2018; 23:40:45; -8.6827217; 122.344705;602;6; 1.0; 1.3;27;0;63;0;0
08/06/2018; 23:57:16; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 00:13:37; -8.6825433; 122.345005;578;5; 1.3; 1.6;26;0;63;0;0
08/07/2018; 00:30:08; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 00:46:38; ; ; ; ; ; ; ; No position found;;;
08/07/2018; 01:01:49; -8.6826933; 122.34486;510;6; 1.3; 1.6;25; 1.852;11;0;0
